Changelist ID,Change Type,Description,Previous Change ID,Current Change ID,Date & Time
5844139,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-20T12:52:34+00:00
5839772,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-19T16:22:53+00:00
5837264,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-19T04:22:46+00:00
5835978,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-18T20:22:52+00:00
5834883,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-18T16:22:52+00:00
5833021,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-18T08:22:45+00:00
5831639,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-17T20:22:51+00:00
5831246,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-17T16:22:51+00:00
5830837,diff-modified,ChangedUser Tags (store_tags)Added1742:Story Rich(1742),Story Rich,Story Rich,2019-02-17T12:22:55+00:00
5830837,diff-added,Added1742:Story Rich(1742),Story Rich,Story Rich,2019-02-17T12:22:55+00:00
5830481,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-17T08:22:47+00:00
5829539,diff-modified,ChangedUser Tags (store_tags)Added4182:Singleplayer(4182),Singleplayer,Singleplayer,2019-02-16T20:22:53+00:00
5829539,diff-added,Added4182:Singleplayer(4182),Singleplayer,Singleplayer,2019-02-16T20:22:53+00:00
5829114,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-16T16:22:55+00:00
5828636,diff-modified,ChangedUser Tags (store_tags)Added6815:Hand-drawn(6815),Hand-drawn,Hand-drawn,2019-02-16T12:22:50+00:00
5828636,diff-added,Added6815:Hand-drawn(6815),Hand-drawn,Hand-drawn,2019-02-16T12:22:50+00:00
5827845,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-16T04:22:43+00:00
5827359,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-16T00:22:49+00:00
5825535,diff-modified,ChangedUser Tags (store_tags)Added1625:Platformer(1625),Platformer,Platformer,2019-02-15T16:22:52+00:00
5825535,diff-added,Added1625:Platformer(1625),Platformer,Platformer,2019-02-15T16:22:52+00:00
5824441,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-15T12:22:51+00:00
5823342,diff-modified,ChangedUser Tags (store_tags)Added3871:2D(3871)Added4166:Atmospheric(4166)Added7208:Female Protagonist(7208),2D,Female Protagonist,2019-02-15T08:22:42+00:00
5823342,diff-added,Added3871:2D(3871),2D,2D,2019-02-15T08:22:42+00:00
5823342,diff-added,Added4166:Atmospheric(4166),Atmospheric,Atmospheric,2019-02-15T08:22:42+00:00
5823342,diff-added,Added7208:Female Protagonist(7208),Female Protagonist,Female Protagonist,2019-02-15T08:22:42+00:00
5822737,diff-modified,ChangedUser Tags (store_tags)Added1756:Great Soundtrack(1756)Added4026:Difficult(4026),Great Soundtrack,Difficult,2019-02-15T04:22:44+00:00
5822737,diff-added,Added1756:Great Soundtrack(1756),Great Soundtrack,Great Soundtrack,2019-02-15T04:22:44+00:00
5822737,diff-added,Added4026:Difficult(4026),Difficult,Difficult,2019-02-15T04:22:44+00:00
5821052,diff-modified,ChangedUser Tags (store_tags)Added1628:Metroidvania(1628),Metroidvania,Metroidvania,2019-02-15T00:22:47+00:00
5821052,diff-added,Added1628:Metroidvania(1628),Metroidvania,Metroidvania,2019-02-15T00:22:47+00:00
5818599,diff-added,AddedUser Tags (store_tags)Added19:Action(19)Added21:Adventure(21)Added492:Indie(492),Action,Indie,2019-02-14T20:22:54+00:00
5818599,diff-added,Added19:Action(19),Action,Action,2019-02-14T20:22:54+00:00
5818599,diff-added,Added21:Adventure(21),Adventure,Adventure,2019-02-14T20:22:54+00:00
5818599,diff-added,Added492:Indie(492),Indie,Indie,2019-02-14T20:22:54+00:00
5 years ago· 14 February 2019 – 18:21:00 UTC,diff-added,AddedStore Release Date–TBA,,,2019-02-14T18:21:00+00:00
5 years ago· 14 February 2019 – 18:21:00 UTC,diff-added,AddedCategoriesAddedSingle-playerAddedFull Controller Support,,,2019-02-14T18:21:00+00:00
5 years ago· 14 February 2019 – 18:21:00 UTC,diff-added,AddedSingle-player,,,2019-02-14T18:21:00+00:00
5 years ago· 14 February 2019 – 18:21:00 UTC,diff-added,AddedFull Controller Support,,,2019-02-14T18:21:00+00:00
5 years ago· 14 February 2019 – 18:21:00 UTC,bookmark,AddedStore Name–Hollow Knight: Silksong,,,2019-02-14T18:21:00+00:00
5818000,diff-added,Addedheader_imageAddedenglish:header.jpg,,,2019-02-14T18:04:10+00:00
5818000,diff-added,Addedenglish:header.jpg,,,2019-02-14T18:04:10+00:00
5818000,diff-added,Addedsmall_capsuleAddedenglish:capsule_231x87.jpg,,,2019-02-14T18:04:10+00:00
5818000,diff-added,Addedenglish:capsule_231x87.jpg,,,2019-02-14T18:04:10+00:00
5818000,diff-added,Addedcontroller_support–full,,,2019-02-14T18:04:10+00:00
5818000,diff-added,Addedmetacritic_name–Hollow Knight: Silksong,,,2019-02-14T18:04:10+00:00
5817996,diff-added,AddedExclude from family sharing(exfgls)–1,,,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedcommunity_hub_visible–1,,,2019-02-14T18:03:51+00:00
5817996,diff-added,AddedReleaseState–prerelease,,,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedclienticns–287742fa38edea4f4727583b0b6b4fe59535277b,287742fa38edea4f4727583b0b6b4fe59535277b,287742fa38edea4f4727583b0b6b4fe59535277b,2019-02-14T18:03:51+00:00
5817996,diff-added,AddedLinuxClientIcon–b1f66badd079b7856a0242d0fe5ee190e4a3225c,b1f66badd079b7856a0242d0fe5ee190e4a3225c,b1f66badd079b7856a0242d0fe5ee190e4a3225c,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedclienticon–bb443a5a0b7ff5116bcf6c178a9a3b2b2b5f1ccd,bb443a5a0b7ff5116bcf6c178a9a3b2b2b5f1ccd,bb443a5a0b7ff5116bcf6c178a9a3b2b2b5f1ccd,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedclienttga–f091b616cdee9eb03c0acaf4c9e1f1be11e42fa1,f091b616cdee9eb03c0acaf4c9e1f1be11e42fa1,f091b616cdee9eb03c0acaf4c9e1f1be11e42fa1,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedicon–f99d53ae932ecc8b83c7504ebacb45c862faf436,f99d53ae932ecc8b83c7504ebacb45c862faf436,f99d53ae932ecc8b83c7504ebacb45c862faf436,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedlogo_small–264bc84b502083e1806d3041582582b8e33fe824_thumb,264bc84b502083e1806d3041582582b8e33fe824_thumb,264bc84b502083e1806d3041582582b8e33fe824_thumb,2019-02-14T18:03:51+00:00
5817996,diff-added,Addedlogo–264bc84b502083e1806d3041582582b8e33fe824,264bc84b502083e1806d3041582582b8e33fe824,264bc84b502083e1806d3041582582b8e33fe824,2019-02-14T18:03:51+00:00
5817996,diff-added,AddedType–Game,,,2019-02-14T18:03:51+00:00
5817996,bookmark,AddedName–Hollow Knight: Silksong,,,2019-02-14T18:03:51+00:00
5817996,repo,App was published in the database,,,2019-02-14T18:03:51+00:00
5782401,package-dependencies,Added this app to packageHollow Knight: Silksong(342712),Hollow Knight: Silksong,Hollow Knight: Silksong,2019-02-07T03:24:54+00:00
5782401,package-dependencies,Added this app to packageSteam Sub 342710(342710),Steam Sub 342710,Steam Sub 342710,2019-02-07T03:24:54+00:00
5782401,package-dependencies,Added this app to packageHollow Knight: Silksong for Beta Testing(342711),Hollow Knight: Silksong for Beta Testing,Hollow Knight: Silksong for Beta Testing,2019-02-07T03:24:54+00:00
