Changelist ID,Change Type,Description,Previous Change ID,Current Change ID,Date & Time
9007801,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-23T06:07:05+00:00
8950134,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-16T00:35:22+00:00
8930835,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-14T04:13:50+00:00
8902375,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-10T04:13:45+00:00
8896924,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-09T17:53:58+00:00
8851339,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-03T09:53:47+00:00
8839585,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-02T05:53:40+00:00
8832503,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-07-01T13:53:45+00:00
8798064,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-06-26T22:15:16+00:00
8677131,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-06-12T23:51:55+00:00
8674175,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-06-12T15:51:56+00:00
8661493,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-06-11T07:51:53+00:00
8613500,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-06-04T20:29:15+00:00
8550538,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-27T23:55:09+00:00
8530668,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-25T19:46:24+00:00
8526223,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-25T07:44:35+00:00
8521041,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-24T15:44:46+00:00
8518838,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-24T03:44:28+00:00
8491226,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-20T19:44:36+00:00
8398408,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-05-11T00:38:55+00:00
8291158,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-04-27T15:02:26+00:00
8208301,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-04-16T21:01:05+00:00
8163317,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-04-10T20:16:33+00:00
8158034,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-04-10T04:16:26+00:00
8120584,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-04-05T13:57:05+00:00
8089534,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-04-01T08:19:56+00:00
8064929,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-29T18:36:15+00:00
8063920,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-29T14:36:16+00:00
8059459,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-28T14:36:08+00:00
8056058,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-27T22:36:13+00:00
8035815,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-25T16:12:38+00:00
8014460,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-23T02:17:32+00:00
8001637,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-20T15:31:21+00:00
7990477,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-19T07:31:06+00:00
7974573,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-17T14:02:42+00:00
7932399,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-11T09:07:37+00:00
7924843,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-10T09:07:40+00:00
7915372,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-08T19:41:48+00:00
7900050,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-06T06:44:08+00:00
7880791,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-03-04T04:08:49+00:00
7842210,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-02-27T08:42:29+00:00
7776460,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-02-17T21:19:49+00:00
7768645,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-02-16T13:19:50+00:00
7766300,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-02-15T21:19:48+00:00
7681029,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-02-04T09:21:17+00:00
7618464,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-01-26T05:53:40+00:00
7556331,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-01-17T02:44:37+00:00
7511058,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-01-10T03:17:29+00:00
7487593,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2020-01-06T18:43:08+00:00
7451631,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-29T10:43:07+00:00
7449405,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-28T18:43:04+00:00
7428109,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-23T14:42:58+00:00
7412513,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-20T14:07:10+00:00
7407315,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-19T22:07:12+00:00
7393657,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-18T12:07:34+00:00
7365444,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-13T10:44:42+00:00
7332833,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-07T04:18:09+00:00
7308112,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-12-03T10:36:54+00:00
7255864,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-11-24T20:54:08+00:00
7255301,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-11-24T16:54:13+00:00
7249589,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-11-22T19:54:05+00:00
7151302,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-11-05T21:08:48+00:00
7140974,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-11-04T05:08:40+00:00
7105848,diff-modified,ChangedStore Asset Modification Time–12 February 2019 – 04:23:19 UTC(1549945399)›28 October 2019 – 23:50:04 UTC(1572306604),,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlibrary_assetsAddedlibrary_capsule:enAddedlibrary_hero:enAddedlibrary_logo:enAddedlogo_position/height_pct:72.31925045291291Addedlogo_position/pinned_position:BottomLeftAddedlogo_position/width_pct:63.77755461270866,,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlibrary_capsule:en,,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlibrary_hero:en,,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlibrary_logo:en,,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlogo_position/height_pct:72.31925045291291,,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlogo_position/pinned_position:BottomLeft,,,2019-10-28T23:56:06+00:00
7105848,diff-added,Addedlogo_position/width_pct:63.77755461270866,,,2019-10-28T23:56:06+00:00
7083192,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-10-24T12:03:09+00:00
7075732,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-10-23T08:03:06+00:00
7069265,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-10-22T08:08:29+00:00
7067783,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-10-22T00:08:33+00:00
7057122,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-10-19T12:08:33+00:00
6915272,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-09-23T20:43:53+00:00
6900444,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-09-20T04:43:47+00:00
6820079,diff-added,AddedStore Asset Modification Time–12 February 2019 – 04:23:19 UTC(1549945399),,,2019-09-18T13:42:35+00:00
6805226,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-08-30T21:14:56+00:00
6799770,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-08-29T21:14:58+00:00
6795396,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-08-29T05:14:55+00:00
6775318,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-08-24T18:03:07+00:00
6660357,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-08-01T12:19:46+00:00
6653010,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-31T08:19:38+00:00
6636586,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-27T13:38:54+00:00
6633550,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-26T17:55:54+00:00
6627446,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-25T17:55:55+00:00
6606063,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-22T04:47:27+00:00
6601345,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-20T08:47:31+00:00
6593458,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-18T19:09:49+00:00
6542059,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-08T18:35:16+00:00
6541178,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-08T14:35:11+00:00
6524276,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-07-04T02:35:01+00:00
6491074,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-27T07:50:45+00:00
6468201,diff-modified,ChangedUser Tags (store_tags)Added5411:Beautiful(5411),Beautiful,Beautiful,2019-06-23T19:40:49+00:00
6468201,diff-added,Added5411:Beautiful(5411),Beautiful,Beautiful,2019-06-23T19:40:49+00:00
6455743,diff-modified,ChangedUser Tags (store_tags)Removed9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-06-20T19:40:53+00:00
6455743,diff-removed,Removed9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-06-20T19:40:53+00:00
6439680,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-18T08:14:34+00:00
6437898,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-18T00:14:31+00:00
6431678,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-16T16:14:37+00:00
6429696,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-15T20:14:35+00:00
6429211,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-15T16:14:36+00:00
6421004,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-14T00:14:28+00:00
6416398,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-13T08:14:28+00:00
6400041,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-10T10:31:41+00:00
6397389,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-09T14:31:44+00:00
6394601,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-08T10:31:46+00:00
6385292,diff-modified,ChangedUser Tags (store_tags)Added9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-06-06T15:56:38+00:00
6385292,diff-added,Added9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-06-06T15:56:38+00:00
6382930,diff-modified,ChangedUser Tags (store_tags)Removed9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-06-06T07:56:30+00:00
6382930,diff-removed,Removed9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-06-06T07:56:30+00:00
6381530,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-06-05T23:56:33+00:00
6351140,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-30T15:31:35+00:00
6350018,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-30T11:31:25+00:00
6346666,diff-modified,ChangedUser Tags (store_tags)Added9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-05-29T19:31:28+00:00
6346666,diff-added,Added9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-05-29T19:31:28+00:00
6342488,diff-modified,ChangedUser Tags (store_tags)Added4726:Cute(4726),Cute,Cute,2019-05-29T03:31:28+00:00
6342488,diff-added,Added4726:Cute(4726),Cute,Cute,2019-05-29T03:31:28+00:00
6339611,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-28T16:07:08+00:00
6334664,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-28T00:07:10+00:00
6330442,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-27T12:07:34+00:00
6327972,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-27T04:07:08+00:00
6327025,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-27T00:07:46+00:00
6325944,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-26T20:08:54+00:00
6321758,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-26T08:09:30+00:00
6320704,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-26T04:08:11+00:00
6318048,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-25T20:10:05+00:00
6316006,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-25T16:10:49+00:00
6313642,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-25T12:11:09+00:00
6311289,diff-modified,ChangedUser Tags (store_tags)Added29482:Souls-like(29482),Souls-like,Souls-like,2019-05-25T08:11:42+00:00
6311289,diff-added,Added29482:Souls-like(29482),Souls-like,Souls-like,2019-05-25T08:11:42+00:00
6309074,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-25T04:10:50+00:00
6306702,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-25T00:11:38+00:00
6270015,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-19T02:55:57+00:00
6233757,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-12T08:17:20+00:00
6232649,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-11T20:17:24+00:00
6197810,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-04T16:21:23+00:00
6182774,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-01T19:19:54+00:00
6180153,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-05-01T07:19:51+00:00
6156730,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-25T19:15:38+00:00
6149066,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-24T19:15:38+00:00
6138279,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-22T23:46:40+00:00
6135427,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-22T06:46:36+00:00
6134837,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-22T02:46:37+00:00
6128637,diff-modified,ChangedUser Tags (store_tags)Added5144:Unknown tag(5144),Unknown tag,Unknown tag,2019-04-19T14:46:41+00:00
6128637,diff-added,Added5144:Unknown tag(5144),Unknown tag,Unknown tag,2019-04-19T14:46:41+00:00
6118906,diff-modified,ChangedUser Tags (store_tags)Added1695:Open World(1695),Open World,Open World,2019-04-17T18:46:44+00:00
6118906,diff-added,Added1695:Open World(1695),Open World,Open World,2019-04-17T18:46:44+00:00
6100710,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-13T20:29:14+00:00
6100195,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-13T16:29:13+00:00
6094003,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-12T08:29:10+00:00
6068654,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-07T16:02:40+00:00
6067879,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-07T08:02:34+00:00
6067590,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-04-07T04:02:32+00:00
6033835,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-30T22:59:12+00:00
6032478,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-30T10:59:11+00:00
6021446,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-28T13:48:03+00:00
6018570,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-28T00:02:54+00:00
6015309,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-27T12:02:57+00:00
5966999,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-17T17:33:37+00:00
5964038,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-16T13:33:41+00:00
5963041,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-16T05:33:38+00:00
5936359,diff-modified,ChangedUser Tags (store_tags)Removed9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-03-11T19:40:06+00:00
5936359,diff-removed,Removed9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-03-11T19:40:06+00:00
5933186,diff-modified,ChangedUser Tags (store_tags)Added9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-03-11T07:39:56+00:00
5933186,diff-added,Added9551:Dating Sim(9551),Dating Sim,Dating Sim,2019-03-11T07:39:56+00:00
5927894,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-09T03:40:02+00:00
5918510,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-07T12:54:21+00:00
5917583,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-07T08:54:13+00:00
5910409,diff-modified,ChangedUser Tags (store_tags)Added5230:Sequel(5230),Sequel,Sequel,2019-03-06T04:54:20+00:00
5910409,diff-added,Added5230:Sequel(5230),Sequel,Sequel,2019-03-06T04:54:20+00:00
5902026,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-04T16:10:58+00:00
5893750,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-02T00:10:54+00:00
5892890,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-01T20:10:57+00:00
5888699,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-03-01T04:10:45+00:00
5876412,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-27T08:10:48+00:00
5872110,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-26T13:59:20+00:00
5869454,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-26T01:59:15+00:00
5862897,diff-modified,ChangedUser Tags (store_tags)Added3834:Exploration(3834),Exploration,Exploration,2019-02-24T13:59:21+00:00
5862897,diff-added,Added3834:Exploration(3834),Exploration,Exploration,2019-02-24T13:59:21+00:00
5860516,diff-removed,RemovedSteam Release Date–12 June 2020 – 21:00:00 UTC(1591995600),,,2019-02-23T13:59:23+00:00
5860516,diff-modified,ChangedUser Tags (store_tags)–tags only switched places (hidden to reduce noise),,,2019-02-23T13:59:23+00:00
5852695,diff-added,AddedSteam Release Date–12 June 2020 – 21:00:00 UTC(1591995600),,,2019-02-22T07:45:49+00:00
5852695,diff-added,AddedSupported LanguagesAddedbrazilian/full_audio:trueAddedbrazilian/subtitles:trueAddedbrazilian/supported:trueAddedenglish/full_audio:trueAddedenglish/subtitles:trueAddedenglish/supported:trueAddedfrench/full_audio:trueAddedfrench/subtitles:trueAddedfrench/supported:trueAddedgerman/full_audio:trueAddedgerman/subtitles:trueAddedgerman/supported:trueAddeditalian/full_audio:trueAddeditalian/subtitles:trueAddeditalian/supported:trueAddedjapanese/full_audio:trueAddedjapanese/subtitles:trueAddedjapanese/supported:trueAddedkoreana/full_audio:trueAddedkoreana/subtitles:trueAddedkoreana/supported:trueAddedrussian/full_audio:trueAddedrussian/subtitles:trueAddedrussian/supported:trueAddedschinese/full_audio:trueAddedschinese/subtitles:trueAddedschinese/supported:trueAddedspanish/full_audio:trueAddedspanish/subtitles:trueAddedspanish/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedbrazilian/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedbrazilian/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedbrazilian/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedenglish/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedenglish/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedenglish/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedfrench/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedfrench/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedfrench/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedgerman/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedgerman/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedgerman/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addeditalian/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addeditalian/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addeditalian/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedjapanese/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedjapanese/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedjapanese/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedkoreana/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedkoreana/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedkoreana/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedrussian/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedrussian/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedrussian/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedschinese/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedschinese/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedschinese/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedspanish/full_audio:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedspanish/subtitles:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedspanish/supported:true,,,2019-02-22T07:45:49+00:00
5852695,diff-added,AddedStore CategoriesAddedcategory_2:1(Single-player)Addedcategory_28:1(Full Controller Support)Addedcategory_33:1(Native Steam Controller),,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedcategory_2:1(Single-player),,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedcategory_28:1(Full Controller Support),,,2019-02-22T07:45:49+00:00
5852695,diff-added,Addedcategory_33:1(Native Steam Controller),,,2019-02-22T07:45:49+00:00
5852695,diff-added,AddedStore GenresAdded0:Action(1)Added1:Adventure(25)Added2:Indie(23),,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added0:Action(1),,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added1:Adventure(25),,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added2:Indie(23),,,2019-02-22T07:45:49+00:00
5852695,diff-added,AddedPrimary Genre–Adventure(25),,,2019-02-22T07:45:49+00:00
5852695,diff-added,AddedAssociationsAdded0/name:Team CherryAdded0/type:developerAdded1/name:Team CherryAdded1/type:publisherAdded2/name:Hollow KnightAdded2/type:franchise,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added0/name:Team Cherry,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added0/type:developer,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added1/name:Team Cherry,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added1/type:publisher,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added2/name:Hollow Knight,,,2019-02-22T07:45:49+00:00
5852695,diff-added,Added2/type:franchise,,,2019-02-22T07:45:49+00:00
